transaction_id,account_id,account_number,customer_id,txn_date,txn_amount,transaction_type
TXN20022026000,ACC20022026001,0011041001,CUST20022026001,20-02-2026,3801,Debit
TXN20022026001,ACC20022026002,0021031001,CUST20022026002,20-02-2026,4403,Credit
TXN20022026002,ACC20022026003,0031021001,CUST20022026003,20-02-2026,1914,Debit
TXN20022026003,ACC20022026004,0041051001,CUST20022026004,20-02-2026,4452,Debit
TXN20022026004,ACC20022026005,0051021001,CUST20022026005,20-02-2026,2343,Credit
TXN20022026005,ACC20022026006,0061011001,CUST20022026006,20-02-2026,776,Debit
TXN20022026006,ACC20022026007,0071051001,CUST20022026007,20-02-2026,3641,Credit
TXN20022026007,ACC20022026008,0081041001,CUST20022026008,20-02-2026,2810,Credit
TXN20022026008,ACC20022026009,0091051001,CUST20022026009,20-02-2026,539,Debit
TXN20022026009,ACC20022026010,0101021001,CUST20022026010,20-02-2026,2312,Credit
TXN20022026010,ACC20022026011,0111021001,CUST20022026011,20-02-2026,3683,Debit
TXN20022026011,ACC20022026012,0121041001,CUST20022026012,20-02-2026,4600,Debit
TXN20022026012,ACC20022026013,0131011001,CUST20022026013,20-02-2026,1339,Debit
TXN20022026013,ACC20022026014,0141051001,CUST20022026014,20-02-2026,4278,Debit
TXN20022026014,ACC20022026015,0151051001,CUST20022026015,20-02-2026,2395,Credit
TXN20022026015,ACC20022026016,0161041001,CUST20022026016,20-02-2026,1086,Debit
TXN20022026016,ACC20022026017,0171031001,CUST20022026017,20-02-2026,800,Credit
TXN20022026017,ACC20022026018,0181021001,CUST20022026018,20-02-2026,1980,Debit
TXN20022026018,ACC20022026019,0191021001,CUST20022026019,20-02-2026,1533,Credit
TXN20022026019,ACC20022026020,0201041001,CUST20022026020,20-02-2026,3420,Debit
TXN20022026020,ACC20022026021,0211011001,CUST20022026021,20-02-2026,3502,Debit
TXN20022026021,ACC20022026022,0221011001,CUST20022026022,20-02-2026,4631,Debit
TXN20022026022,ACC20022026023,0231031001,CUST20022026023,20-02-2026,3930,Debit
TXN20022026023,ACC20022026024,0241031001,CUST20022026024,20-02-2026,3772,Credit
TXN20022026024,ACC20022026025,0251051001,CUST20022026025,20-02-2026,885,Debit
TXN20022026025,ACC20022026026,0261051001,CUST20022026026,20-02-2026,2498,Credit
TXN20022026026,ACC20022026027,0271021001,CUST20022026027,20-02-2026,3275,Credit
TXN20022026027,ACC20022026028,0281031001,CUST20022026028,20-02-2026,3382,Credit
TXN20022026028,ACC20022026029,0291011001,CUST20022026029,20-02-2026,2556,Credit
TXN20022026029,ACC20022026030,0301021001,CUST20022026030,20-02-2026,3617,Credit
TXN20022026030,ACC20022026031,0311021001,CUST20022026031,20-02-2026,2248,Debit
