account_id,customer_id,account_number,branch_id,account_type,create_tsp
ACC20260305_00001,CUS20260305_00001,ACC14156716,BR110,Savings,2026-03-05 17:03:41
ACC20260305_00002,CUS20260305_00002,ACC69196580,BR109,Current,2026-03-05 17:03:41
ACC20260305_00003,CUS20260305_00003,ACC74109353,BR108,Savings,2026-03-05 17:03:41
ACC20260305_00004,CUS20260305_00004,ACC58754300,BR102,Current,2026-03-05 17:03:41
ACC20260305_00005,CUS20260305_00005,ACC40910189,BR105,Current,2026-03-05 17:03:41
ACC20260305_00006,CUS20260305_00006,ACC30088124,BR106,Savings,2026-03-05 17:03:41
ACC20260305_00007,CUS20260305_00007,ACC40329541,BR104,Current,2026-03-05 17:03:41
ACC20260305_00008,CUS20260305_00008,ACC34962681,BR105,Savings,2026-03-05 17:03:41
ACC20260305_00009,CUS20260305_00009,ACC31953431,BR101,Savings,2026-03-05 17:03:41
ACC20260305_00010,CUS20260305_00010,ACC15754432,BR109,Current,2026-03-05 17:03:41
ACC20260305_00011,CUS20260305_00011,ACC52314984,BR104,Current,2026-03-05 17:03:41
ACC20260305_00012,CUS20260305_00012,ACC40890498,BR106,Savings,2026-03-05 17:03:41
ACC20260305_00013,CUS20260305_00013,ACC27627726,BR104,Current,2026-03-05 17:03:41
ACC20260305_00014,CUS20260305_00014,ACC70820018,BR108,Savings,2026-03-05 17:03:41
ACC20260305_00015,CUS20260305_00015,ACC30534989,BR104,Current,2026-03-05 17:03:41
ACC20260305_00016,CUS20260305_00016,ACC17123662,BR110,Current,2026-03-05 17:03:41
ACC20260305_00017,CUS20260305_00017,ACC59243761,BR109,Savings,2026-03-05 17:03:41
ACC20260305_00018,CUS20260305_00018,ACC73047722,BR109,Savings,2026-03-05 17:03:41
ACC20260305_00019,CUS20260305_00019,ACC68052986,BR103,Savings,2026-03-05 17:03:41
ACC20260305_00020,CUS20260305_00020,ACC78829900,BR109,Savings,2026-03-05 17:03:41
ACC20260305_00021,CUS20260305_00021,ACC92092718,BR105,Savings,2026-03-05 17:03:41
ACC20260305_00022,CUS20260305_00022,ACC46185975,BR110,Current,2026-03-05 17:03:41
ACC20260305_00023,CUS20260305_00023,ACC50971469,BR105,Current,2026-03-05 17:03:41
ACC20260305_00024,CUS20260305_00024,ACC80457306,BR103,Savings,2026-03-05 17:03:41
ACC20260305_00025,CUS20260305_00025,ACC28832722,BR110,Current,2026-03-05 17:03:41
ACC20260305_00026,CUS20260305_00026,ACC62004485,BR107,Savings,2026-03-05 17:03:41
ACC20260305_00027,CUS20260305_00027,ACC55991691,BR105,Current,2026-03-05 17:03:41
ACC20260305_00028,CUS20260305_00028,ACC67170704,BR106,Current,2026-03-05 17:03:41
ACC20260305_00029,CUS20260305_00029,ACC18038808,BR103,Savings,2026-03-05 17:03:41
ACC20260305_00030,CUS20260305_00030,ACC54410261,BR103,Savings,2026-03-05 17:03:41
ACC20260305_00031,CUS20260305_00031,ACC93566956,BR109,Current,2026-03-05 17:03:41
ACC20260305_00032,CUS20260305_00032,ACC91319811,BR110,Current,2026-03-05 17:03:41
ACC20260305_00033,CUS20260305_00033,ACC65180581,BR104,Savings,2026-03-05 17:03:41
ACC20260305_00034,CUS20260305_00034,ACC72956644,BR109,Savings,2026-03-05 17:03:41
ACC20260305_00035,CUS20260305_00035,ACC74830073,BR107,Current,2026-03-05 17:03:41
ACC20260305_00036,CUS20260305_00036,ACC84309981,BR107,Savings,2026-03-05 17:03:41
ACC20260305_00037,CUS20260305_00037,ACC18860796,BR104,Current,2026-03-05 17:03:41
ACC20260305_00038,CUS20260305_00038,ACC59552513,BR102,Current,2026-03-05 17:03:41
ACC20260305_00039,CUS20260305_00039,ACC40194320,BR102,Current,2026-03-05 17:03:41
ACC20260305_00040,CUS20260305_00040,ACC69524277,BR109,Savings,2026-03-05 17:03:41
ACC20260305_00041,CUS20260305_00041,ACC35351649,BR101,Savings,2026-03-05 17:03:41
ACC20260305_00042,CUS20260305_00042,ACC97632999,BR109,Current,2026-03-05 17:03:41
ACC20260305_00043,CUS20260305_00043,ACC70561413,BR108,Current,2026-03-05 17:03:41
ACC20260305_00044,CUS20260305_00044,ACC15463385,BR109,Savings,2026-03-05 17:03:41
ACC20260305_00045,CUS20260305_00045,ACC22780447,BR103,Savings,2026-03-05 17:03:41
ACC20260305_00046,CUS20260305_00046,ACC79635844,BR108,Savings,2026-03-05 17:03:41
ACC20260305_00047,CUS20260305_00047,ACC94414598,BR107,Current,2026-03-05 17:03:41
ACC20260305_00048,CUS20260305_00048,ACC19424268,BR108,Current,2026-03-05 17:03:41
ACC20260305_00049,CUS20260305_00049,ACC16667080,BR109,Savings,2026-03-05 17:03:41
ACC20260305_00050,CUS20260305_00050,ACC36664547,BR108,Current,2026-03-05 17:03:41
