customer_id,name,dob,phone,email,address
CUST20022026001,Rahul Manoj Khan,20-12-1984,9649812074,rahul.manoj.khan@bank.com,City_1
CUST20022026002,Nabil George D'Souza,30-10-1988,9206790898,nabil.george.d'souza@bank.com,City_2
CUST20022026003,Rohan Anand Fernandes,08-06-1982,8614523071,rohan.anand.fernandes@bank.com,City_3
CUST20022026004,Farhan Rakesh Ahmed,21-10-1971,9782492110,farhan.rakesh.ahmed@bank.com,City_4
CUST20022026005,Deepak Fatima Sharma,21-06-1971,8979790282,deepak.fatima.sharma@bank.com,City_5
CUST20022026006,Imran Rani Nair,17-06-1991,7195518778,imran.rani.nair@bank.com,City_6
CUST20022026007,Fatima Rani Roy,04-09-1997,8511269215,fatima.rani.roy@bank.com,City_7
CUST20022026008,Vikram Rani Reddy,22-07-1970,8800385341,vikram.rani.reddy@bank.com,City_8
CUST20022026009,Anil Lakshmi Iyer,22-02-1981,9742752863,anil.lakshmi.iyer@bank.com,City_9
CUST20022026010,Pooja Hussain Roy,03-06-2000,7238500182,pooja.hussain.roy@bank.com,City_10
CUST20022026011,Vikram Devi Gupta,19-03-1979,6698117203,vikram.devi.gupta@bank.com,City_11
CUST20022026012,Priya Raj Bose,09-02-1979,8557373491,priya.raj.bose@bank.com,City_12
CUST20022026013,Pooja Raj Nair,10-03-1986,8471052376,pooja.raj.nair@bank.com,City_13
CUST20022026014,Anil Devi Chatterjee,26-06-1980,6388293755,anil.devi.chatterjee@bank.com,City_14
CUST20022026015,Imran Nabil Nair,04-12-1971,6228863489,imran.nabil.nair@bank.com,City_15
CUST20022026016,Meera Devi Mehta,16-07-1971,7546798833,meera.devi.mehta@bank.com,City_16
CUST20022026017,Priya Devi Mehta,21-12-1997,7849281288,priya.devi.mehta@bank.com,City_17
CUST20022026018,Syed Prasad Kapoor,16-08-1973,7520514849,syed.prasad.kapoor@bank.com,City_18
CUST20022026019,Syed Prasad Bhatt,21-06-1986,6495707984,syed.prasad.bhatt@bank.com,City_19
CUST20022026020,Zara Ali Khan,29-04-1993,7930451507,zara.ali.khan@bank.com,City_20
CUST20022026021,Pooja George Kapoor,06-11-1978,6293758658,pooja.george.kapoor@bank.com,City_21
CUST20022026022,Rohan Lakshmi Mehta,19-12-1970,6161912368,rohan.lakshmi.mehta@bank.com,City_22
CUST20022026023,Arjun Rani Khan,11-05-1970,7457807545,arjun.rani.khan@bank.com,City_23
