customer_id,name,dob,phone,email,address
CUST20022026001,Deepak Raj Reddy,16-01-1997,6031189071,deepak.raj.reddy@bank.com,City_1
CUST20022026002,Zara Hussain Malik,30-06-1973,9499532167,zara.hussain.malik@bank.com,City_2
CUST20022026003,Nabil Suresh Malik,06-10-1974,6211135369,nabil.suresh.malik@bank.com,City_3
CUST20022026004,Nabil Rakesh Iyer,24-12-1995,9246889954,nabil.rakesh.iyer@bank.com,City_4
CUST20022026005,Kavita Ali Mehta,06-02-1984,6490862379,kavita.ali.mehta@bank.com,City_5
CUST20022026006,Rahul Nabil Iyer,28-12-1980,6635722466,rahul.nabil.iyer@bank.com,City_6
CUST20022026007,Fatima Rani Kapoor,14-08-2000,6378747637,fatima.rani.kapoor@bank.com,City_7
CUST20022026008,Syed Kumar Malik,17-04-1971,8134987117,syed.kumar.malik@bank.com,City_8
CUST20022026009,Rohan Rani Sharma,11-09-1985,8251064131,rohan.rani.sharma@bank.com,City_9
CUST20022026010,Neha Ahmed Patel,26-04-1995,8850955542,neha.ahmed.patel@bank.com,City_10
CUST20022026011,Farhan Prasad Ahmed,05-07-1990,9732045664,farhan.prasad.ahmed@bank.com,City_11
CUST20022026012,Rahul Hussain Fernandes,03-07-1982,6937251881,rahul.hussain.fernandes@bank.com,City_12
CUST20022026013,Meera Fatima Sharma,27-02-1979,8321985336,meera.fatima.sharma@bank.com,City_13
CUST20022026014,Vikram Lakshmi Sharma,01-04-1987,7308198571,vikram.lakshmi.sharma@bank.com,City_14
CUST20022026015,Anil George Chatterjee,22-04-2000,6038157778,anil.george.chatterjee@bank.com,City_15
CUST20022026016,Amit George Nair,19-03-1997,7268396192,amit.george.nair@bank.com,City_16
CUST20022026017,Rahul Rani Bhatt,24-12-1984,9345192337,rahul.rani.bhatt@bank.com,City_17
CUST20022026018,Meera Lakshmi Das,27-10-1975,7950198906,meera.lakshmi.das@bank.com,City_18
CUST20022026019,Fatima Manoj Iyer,11-02-2000,8793148222,fatima.manoj.iyer@bank.com,City_19
CUST20022026020,Anil Ahmed Verma,31-10-1972,8182652965,anil.ahmed.verma@bank.com,City_20
CUST20022026021,Rahul George Patel,08-02-1990,6440575380,rahul.george.patel@bank.com,City_21
CUST20022026022,Nabil Ali Roy,13-04-1986,7761174208,nabil.ali.roy@bank.com,City_22
CUST20022026023,Neha Fatima Khan,03-08-1990,7584415122,neha.fatima.khan@bank.com,City_23
CUST20022026024,Neha Kumar Mehta,14-01-1989,6497335301,neha.kumar.mehta@bank.com,City_24
CUST20022026025,Vikram George Bhatt,30-12-1973,6490992464,vikram.george.bhatt@bank.com,City_25
CUST20022026026,Rahul Suresh D'Souza,24-08-1989,9045559331,rahul.suresh.d'souza@bank.com,City_26
CUST20022026027,Rahul Rakesh Malik,30-04-1972,7577483521,rahul.rakesh.malik@bank.com,City_27
CUST20022026028,Priya Anand Ahmed,15-02-1973,6435415684,priya.anand.ahmed@bank.com,City_28
CUST20022026029,Arjun Hussain Gupta,04-10-1986,7647067499,arjun.hussain.gupta@bank.com,City_29
CUST20022026030,Rohan Suresh Bose,08-10-1991,6279293489,rohan.suresh.bose@bank.com,City_30
CUST20022026031,Amit Prasad Khan,11-06-1991,6470691364,amit.prasad.khan@bank.com,City_31
CUST20022026032,Neha Singh Bose,24-12-1979,6785877970,neha.singh.bose@bank.com,City_32
CUST20022026033,Nabil George Chatterjee,05-11-1998,6761938980,nabil.george.chatterjee@bank.com,City_33
CUST20022026034,Vikram Ahmed Patel,22-06-1998,7247728729,vikram.ahmed.patel@bank.com,City_34
CUST20022026035,Arjun Devi Das,27-08-1970,9926640228,arjun.devi.das@bank.com,City_35
CUST20022026036,Anil Manoj Malik,06-03-1986,8488473048,anil.manoj.malik@bank.com,City_36
CUST20022026037,Amit Prasad Gupta,23-06-1993,6421165445,amit.prasad.gupta@bank.com,City_37
CUST20022026038,Nabil Lakshmi Khan,05-07-1985,9315267478,nabil.lakshmi.khan@bank.com,City_38
CUST20022026039,Rahul Manoj Roy,11-06-1997,7465382854,rahul.manoj.roy@bank.com,City_39
CUST20022026040,Deepak Suresh Nair,26-08-2001,8286317403,deepak.suresh.nair@bank.com,City_40
CUST20022026041,Sana Joseph Ahmed,17-06-1983,9728197097,sana.joseph.ahmed@bank.com,City_41
CUST20022026042,Pooja George Patel,17-07-1980,6129117185,pooja.george.patel@bank.com,City_42
CUST20022026043,Fatima Fatima Malik,13-11-1996,9346008512,fatima.fatima.malik@bank.com,City_43
CUST20022026044,Arjun Hussain Iyer,02-05-1978,8879315443,arjun.hussain.iyer@bank.com,City_44
CUST20022026045,Rahul Fatima Sharma,22-04-1976,6492963207,rahul.fatima.sharma@bank.com,City_45
CUST20022026046,Fatima Suresh Sharma,02-09-1979,7579910987,fatima.suresh.sharma@bank.com,City_46
CUST20022026047,Amit Suresh Bhatt,18-04-1973,7278130638,amit.suresh.bhatt@bank.com,City_47
CUST20022026048,Pooja Kumar Chopra,03-07-1976,6206449218,pooja.kumar.chopra@bank.com,City_48
CUST20022026049,Farhan George Roy,04-02-1976,6254891209,farhan.george.roy@bank.com,City_49
CUST20022026050,Nabil Iqbal Khan,29-11-1978,7025095583,nabil.iqbal.khan@bank.com,City_50
CUST20022026051,Deepak Suresh Fernandes,19-11-1982,6481601346,deepak.suresh.fernandes@bank.com,City_51
CUST20022026052,Neha Kumar Malik,15-06-1970,8980289922,neha.kumar.malik@bank.com,City_52
CUST20022026053,Rahul Nabil Chatterjee,07-04-1978,8952301662,rahul.nabil.chatterjee@bank.com,City_53
CUST20022026054,Amit Rakesh Kapoor,16-12-1970,8909765025,amit.rakesh.kapoor@bank.com,City_54
CUST20022026055,Kavita Prasad Nair,29-12-1982,9960417323,kavita.prasad.nair@bank.com,City_55
CUST20022026056,Syed Nabil Verma,19-01-1972,7966254075,syed.nabil.verma@bank.com,City_56
CUST20022026057,Vikram Devi Roy,27-03-1981,8087767815,vikram.devi.roy@bank.com,City_57
CUST20022026058,Farhan Joseph Bhatt,08-07-1979,7585415435,farhan.joseph.bhatt@bank.com,City_58
CUST20022026059,Fatima Suresh Fernandes,18-08-1972,9900193859,fatima.suresh.fernandes@bank.com,City_59
CUST20022026060,Priya Singh Ahmed,22-02-1979,8752102319,priya.singh.ahmed@bank.com,City_60
CUST20022026061,Anil Kumar Sharma,18-02-1990,8488643525,anil.kumar.sharma@bank.com,City_61
CUST20022026062,Rahul Shahid Nair,27-03-1987,6841834616,rahul.shahid.nair@bank.com,City_62
CUST20022026063,Neha George Bose,13-08-1972,6835839985,neha.george.bose@bank.com,City_63
CUST20022026064,Sana Nabil Iyer,31-03-1986,8069811499,sana.nabil.iyer@bank.com,City_64
CUST20022026065,Kavita Kumar Fernandes,21-05-1980,6862405218,kavita.kumar.fernandes@bank.com,City_65
CUST20022026066,Sneha George Sharma,21-04-1981,9650249205,sneha.george.sharma@bank.com,City_66
CUST20022026067,Sneha Joseph Chatterjee,03-06-1999,7439344951,sneha.joseph.chatterjee@bank.com,City_67
CUST20022026068,Rahul Manoj Malik,06-12-1984,6880487142,rahul.manoj.malik@bank.com,City_68
CUST20022026069,Priya Fatima Roy,06-09-1998,8247978862,priya.fatima.roy@bank.com,City_69
CUST20022026070,Imran Joseph Gupta,02-11-1993,7351050158,imran.joseph.gupta@bank.com,City_70
CUST20022026071,Vikram Devi Das,11-05-1979,8472607871,vikram.devi.das@bank.com,City_71
CUST20022026072,Farhan Shahid Ahmed,28-08-1987,7564290529,farhan.shahid.ahmed@bank.com,City_72
CUST20022026073,Deepak Rani Mehta,01-07-1977,8949099786,deepak.rani.mehta@bank.com,City_73
CUST20022026074,Sana Nabil Chatterjee,11-07-1990,9463687364,sana.nabil.chatterjee@bank.com,City_74
CUST20022026075,Pooja Suresh Roy,01-05-1991,9671131632,pooja.suresh.roy@bank.com,City_75
CUST20022026076,Arjun George Kapoor,23-09-1970,7491621907,arjun.george.kapoor@bank.com,City_76
CUST20022026077,Neha Kumar Nair,11-03-2000,9473104839,neha.kumar.nair@bank.com,City_77
CUST20022026078,Deepak Kumar Khan,26-12-1988,6326023357,deepak.kumar.khan@bank.com,City_78
CUST20022026079,Pooja Rakesh Verma,24-03-1992,7559427923,pooja.rakesh.verma@bank.com,City_79
CUST20022026080,Zara Ali Sharma,12-08-1989,7519981017,zara.ali.sharma@bank.com,City_80
CUST20022026081,Priya Fatima Kapoor,06-04-1974,8759398296,priya.fatima.kapoor@bank.com,City_81
CUST20022026082,Sneha Shahid Mehta,01-09-1975,8124874546,sneha.shahid.mehta@bank.com,City_82
CUST20022026083,Arjun Ahmed Nair,21-11-1975,8801351544,arjun.ahmed.nair@bank.com,City_83
CUST20022026084,Anil Hussain Das,08-05-1977,8807953620,anil.hussain.das@bank.com,City_84
CUST20022026085,Meera Anand Das,20-07-1975,9470606754,meera.anand.das@bank.com,City_85
CUST20022026086,Nabil George Bose,16-05-1978,6529859220,nabil.george.bose@bank.com,City_86
CUST20022026087,Sneha Manoj Gupta,11-02-1992,8355206497,sneha.manoj.gupta@bank.com,City_87
CUST20022026088,Arjun Hussain Gupta,20-07-1989,8030777660,arjun.hussain.gupta@bank.com,City_88
CUST20022026089,Kavita Shahid Chatterjee,07-08-2001,7997288568,kavita.shahid.chatterjee@bank.com,City_89
CUST20022026090,Pooja Raj Verma,20-12-1979,8277580488,pooja.raj.verma@bank.com,City_90
CUST20022026091,Anil Manoj Bose,03-05-1998,7834064810,anil.manoj.bose@bank.com,City_91
CUST20022026092,Sana Lakshmi Iyer,22-03-1976,9926733858,sana.lakshmi.iyer@bank.com,City_92
CUST20022026093,Imran Anand Patel,20-09-1994,8621097684,imran.anand.patel@bank.com,City_93
CUST20022026094,Arjun Anand Fernandes,27-06-1982,8312093247,arjun.anand.fernandes@bank.com,City_94
CUST20022026095,Priya Suresh Gupta,17-11-1993,7589355230,priya.suresh.gupta@bank.com,City_95
CUST20022026096,Farhan Singh Bhatt,30-03-1990,6007749878,farhan.singh.bhatt@bank.com,City_96
CUST20022026097,Syed Ali Chatterjee,03-08-1998,7060073082,syed.ali.chatterjee@bank.com,City_97
CUST20022026098,Fatima Ali Verma,23-11-1984,8046340168,fatima.ali.verma@bank.com,City_98
CUST20022026099,Kavita Singh Verma,20-10-1984,8872781248,kavita.singh.verma@bank.com,City_99
CUST20022026100,Rohan Prasad Chatterjee,01-07-1986,9884140726,rohan.prasad.chatterjee@bank.com,City_100
