transaction_id,account_id,account_number,customer_id,txn_date,txn_amount,transaction_type
TXN20022026000,ACC20022026001,0011051001,CUST20022026001,20-02-2026,4286,Debit
TXN20022026001,ACC20022026002,0021041001,CUST20022026002,20-02-2026,3469,Credit
TXN20022026002,ACC20022026003,0031011001,CUST20022026003,20-02-2026,1007,Debit
TXN20022026003,ACC20022026004,0041031001,CUST20022026004,20-02-2026,2566,Debit
TXN20022026004,ACC20022026005,0051011001,CUST20022026005,20-02-2026,660,Debit
TXN20022026005,ACC20022026006,0061041001,CUST20022026006,20-02-2026,2937,Credit
TXN20022026006,ACC20022026007,0071011001,CUST20022026007,20-02-2026,4595,Debit
TXN20022026007,ACC20022026008,0081021001,CUST20022026008,20-02-2026,4860,Credit
TXN20022026008,ACC20022026009,0091021001,CUST20022026009,20-02-2026,4615,Debit
TXN20022026009,ACC20022026010,0101021001,CUST20022026010,20-02-2026,2309,Debit
TXN20022026010,ACC20022026011,0111011001,CUST20022026011,20-02-2026,783,Credit
TXN20022026011,ACC20022026012,0121051001,CUST20022026012,20-02-2026,1791,Credit
TXN20022026012,ACC20022026013,0131011001,CUST20022026013,20-02-2026,1952,Credit
TXN20022026013,ACC20022026014,0141021001,CUST20022026014,20-02-2026,1587,Credit
TXN20022026014,ACC20022026015,0151031001,CUST20022026015,20-02-2026,4788,Credit
TXN20022026015,ACC20022026016,0161021001,CUST20022026016,20-02-2026,2965,Debit
TXN20022026016,ACC20022026017,0171011001,CUST20022026017,20-02-2026,846,Credit
TXN20022026017,ACC20022026018,0181031001,CUST20022026018,20-02-2026,4761,Debit
TXN20022026018,ACC20022026019,0191021001,CUST20022026019,20-02-2026,4580,Debit
TXN20022026019,ACC20022026020,0201011001,CUST20022026020,20-02-2026,3313,Debit
TXN20022026020,ACC20022026021,0211011001,CUST20022026021,20-02-2026,4151,Debit
TXN20022026021,ACC20022026022,0221041001,CUST20022026022,20-02-2026,681,Credit
TXN20022026022,ACC20022026023,0231041001,CUST20022026023,20-02-2026,3794,Debit
TXN20022026023,ACC20022026024,0241011001,CUST20022026024,20-02-2026,3417,Credit
TXN20022026024,ACC20022026025,0251011001,CUST20022026025,20-02-2026,2239,Debit
TXN20022026025,ACC20022026026,0261011001,CUST20022026026,20-02-2026,3767,Credit
TXN20022026026,ACC20022026027,0271041001,CUST20022026027,20-02-2026,728,Debit
TXN20022026027,ACC20022026028,0281041001,CUST20022026028,20-02-2026,3611,Debit
TXN20022026028,ACC20022026029,0291011001,CUST20022026029,20-02-2026,4041,Debit
TXN20022026029,ACC20022026030,0301051001,CUST20022026030,20-02-2026,3556,Debit
TXN20022026030,ACC20022026031,0311011001,CUST20022026031,20-02-2026,1969,Debit
TXN20022026031,ACC20022026032,0321031001,CUST20022026032,20-02-2026,1761,Credit
TXN20022026032,ACC20022026033,0331021001,CUST20022026033,20-02-2026,3833,Debit
TXN20022026033,ACC20022026034,0341021001,CUST20022026034,20-02-2026,4998,Debit
TXN20022026034,ACC20022026035,0351031001,CUST20022026035,20-02-2026,683,Debit
TXN20022026035,ACC20022026036,0361011001,CUST20022026036,20-02-2026,2696,Debit
TXN20022026036,ACC20022026037,0371011001,CUST20022026037,20-02-2026,4032,Debit
TXN20022026037,ACC20022026038,0381041001,CUST20022026038,20-02-2026,624,Debit
TXN20022026038,ACC20022026039,0391051001,CUST20022026039,20-02-2026,4513,Credit
TXN20022026039,ACC20022026040,0401021001,CUST20022026040,20-02-2026,3250,Debit
TXN20022026040,ACC20022026041,0411031001,CUST20022026041,20-02-2026,3944,Credit
TXN20022026041,ACC20022026042,0421041001,CUST20022026042,20-02-2026,634,Debit
TXN20022026042,ACC20022026043,0431031001,CUST20022026043,20-02-2026,5000,Debit
TXN20022026043,ACC20022026044,0441011001,CUST20022026044,20-02-2026,3815,Credit
TXN20022026044,ACC20022026045,0451011001,CUST20022026045,20-02-2026,4270,Debit
TXN20022026045,ACC20022026046,0461041001,CUST20022026046,20-02-2026,558,Debit
TXN20022026046,ACC20022026047,0471051001,CUST20022026047,20-02-2026,1566,Credit
TXN20022026047,ACC20022026048,0481041001,CUST20022026048,20-02-2026,1352,Credit
TXN20022026048,ACC20022026049,0491051001,CUST20022026049,20-02-2026,3117,Debit
TXN20022026049,ACC20022026050,0501031001,CUST20022026050,20-02-2026,3413,Credit
TXN20022026050,ACC20022026051,0511051001,CUST20022026051,20-02-2026,4983,Debit
TXN20022026051,ACC20022026052,0521051001,CUST20022026052,20-02-2026,4084,Debit
TXN20022026052,ACC20022026053,0531051001,CUST20022026053,20-02-2026,4844,Credit
TXN20022026053,ACC20022026054,0541011001,CUST20022026054,20-02-2026,3437,Debit
TXN20022026054,ACC20022026055,0551021001,CUST20022026055,20-02-2026,3314,Debit
TXN20022026055,ACC20022026056,0561021001,CUST20022026056,20-02-2026,3125,Credit
TXN20022026056,ACC20022026057,0571041001,CUST20022026057,20-02-2026,1292,Credit
TXN20022026057,ACC20022026058,0581011001,CUST20022026058,20-02-2026,2675,Debit
TXN20022026058,ACC20022026059,0591011001,CUST20022026059,20-02-2026,4999,Credit
TXN20022026059,ACC20022026060,0601021001,CUST20022026060,20-02-2026,2655,Debit
TXN20022026060,ACC20022026061,0611021001,CUST20022026061,20-02-2026,4431,Debit
TXN20022026061,ACC20022026062,0621011001,CUST20022026062,20-02-2026,1931,Credit
TXN20022026062,ACC20022026063,0631051001,CUST20022026063,20-02-2026,4390,Credit
TXN20022026063,ACC20022026064,0641041001,CUST20022026064,20-02-2026,861,Credit
TXN20022026064,ACC20022026065,0651051001,CUST20022026065,20-02-2026,4003,Debit
TXN20022026065,ACC20022026066,0661031001,CUST20022026066,20-02-2026,4184,Credit
TXN20022026066,ACC20022026067,0671011001,CUST20022026067,20-02-2026,3358,Credit
TXN20022026067,ACC20022026068,0681011001,CUST20022026068,20-02-2026,3185,Debit
TXN20022026068,ACC20022026069,0691041001,CUST20022026069,20-02-2026,1464,Credit
TXN20022026069,ACC20022026070,0701041001,CUST20022026070,20-02-2026,1385,Credit
TXN20022026070,ACC20022026071,0711011001,CUST20022026071,20-02-2026,3489,Credit
TXN20022026071,ACC20022026072,0721041001,CUST20022026072,20-02-2026,2131,Credit
TXN20022026072,ACC20022026073,0731011001,CUST20022026073,20-02-2026,1676,Credit
TXN20022026073,ACC20022026074,0741041001,CUST20022026074,20-02-2026,2911,Debit
TXN20022026074,ACC20022026075,0751031001,CUST20022026075,20-02-2026,4708,Debit
TXN20022026075,ACC20022026076,0761021001,CUST20022026076,20-02-2026,3044,Debit
TXN20022026076,ACC20022026077,0771031001,CUST20022026077,20-02-2026,3423,Credit
TXN20022026077,ACC20022026078,0781011001,CUST20022026078,20-02-2026,1032,Debit
TXN20022026078,ACC20022026079,0791021001,CUST20022026079,20-02-2026,3894,Credit
TXN20022026079,ACC20022026080,0801041001,CUST20022026080,20-02-2026,2344,Debit
TXN20022026080,ACC20022026081,0811041001,CUST20022026081,20-02-2026,4498,Debit
TXN20022026081,ACC20022026082,0821031001,CUST20022026082,20-02-2026,2643,Credit
TXN20022026082,ACC20022026083,0831021001,CUST20022026083,20-02-2026,2471,Credit
TXN20022026083,ACC20022026084,0841041001,CUST20022026084,20-02-2026,4127,Credit
TXN20022026084,ACC20022026085,0851021001,CUST20022026085,20-02-2026,4089,Credit
TXN20022026085,ACC20022026086,0861041001,CUST20022026086,20-02-2026,2722,Debit
TXN20022026086,ACC20022026087,0871031001,CUST20022026087,20-02-2026,2107,Debit
TXN20022026087,ACC20022026088,0881041001,CUST20022026088,20-02-2026,4863,Debit
TXN20022026088,ACC20022026089,0891051001,CUST20022026089,20-02-2026,3527,Credit
TXN20022026089,ACC20022026090,0901051001,CUST20022026090,20-02-2026,2995,Credit
TXN20022026090,ACC20022026091,0911031001,CUST20022026091,20-02-2026,4387,Debit
TXN20022026091,ACC20022026092,0921031001,CUST20022026092,20-02-2026,1813,Credit
TXN20022026092,ACC20022026093,0931041001,CUST20022026093,20-02-2026,4941,Debit
TXN20022026093,ACC20022026094,0941031001,CUST20022026094,20-02-2026,2174,Credit
TXN20022026094,ACC20022026095,0951041001,CUST20022026095,20-02-2026,4898,Credit
TXN20022026095,ACC20022026096,0961021001,CUST20022026096,20-02-2026,4844,Credit
TXN20022026096,ACC20022026097,0971051001,CUST20022026097,20-02-2026,4120,Debit
TXN20022026097,ACC20022026098,0981031001,CUST20022026098,20-02-2026,2175,Debit
TXN20022026098,ACC20022026099,0991021001,CUST20022026099,20-02-2026,1754,Credit
TXN20022026099,ACC20022026100,1001031001,CUST20022026100,20-02-2026,3274,Credit
