customer_id,name,dob,phone,email,address,create_tsp
CUS20260315_00001,David Dhingra,1970-03-10,4522981483,david.dhingra115@bank.com,Patiala,2026-03-15 08:13:05
CUS20260315_00002,Omkaar Sen,2002-04-25,8937263500,omkaar.sen215@bank.com,Deoghar,2026-03-15 08:13:05
CUS20260315_00003,Logan Ramanathan,1966-05-23,2180114531,logan.ramanathan315@bank.com,Erode,2026-03-15 08:13:05
CUS20260315_00004,Harshil Rana,1983-03-05,4499233906,harshil.rana415@bank.com,Mehsana,2026-03-15 08:13:05
CUS20260315_00005,Anika Bains,2004-01-19,2228819350,anika.bains515@bank.com,Dhule,2026-03-15 08:13:05
CUS20260315_00006,Forum Warrior,2005-05-24,6150127973,forum.warrior615@bank.com,Kavali,2026-03-15 08:13:05
CUS20260315_00007,Faqid Salvi,1981-08-06,1766553682,faqid.salvi715@bank.com,Panvel,2026-03-15 08:13:05
CUS20260315_00008,Tejas Muni,1978-01-16,0542478212,tejas.muni815@bank.com,Bulandshahr,2026-03-15 08:13:05
CUS20260315_00009,Arin Sagar,1982-03-07,3996763823,arin.sagar915@bank.com,Dibrugarh,2026-03-15 08:13:05
CUS20260315_00010,Azad Subramanian,1976-07-10,8218470018,azad.subramanian1015@bank.com,Gwalior,2026-03-15 08:13:05
CUS20260315_00011,Ayushman Kale,1991-09-20,1123457380,ayushman.kale1115@bank.com,Gudivada,2026-03-15 08:13:05
CUS20260315_00012,Pratyush Barad,1969-09-24,7905724560,pratyush.barad1215@bank.com,Hajipur,2026-03-15 08:13:05
CUS20260315_00013,Nicholas Dugar,1983-09-21,8898240061,nicholas.dugar1315@bank.com,Belgaum,2026-03-15 08:13:05
CUS20260315_00014,Indali Ahluwalia,1974-12-02,9036475463,indali.ahluwalia1415@bank.com,Ramagundam,2026-03-15 08:13:05
CUS20260315_00015,Daksh Tiwari,2006-09-11,0446201035,daksh.tiwari1515@bank.com,Barasat,2026-03-15 08:13:05
CUS20260315_00016,Jagvi Contractor,1976-01-19,9517914004,jagvi.contractor1615@bank.com,Kirari Suleman Nagar,2026-03-15 08:13:05
CUS20260315_00017,Hemang Sagar,1993-01-14,4328976609,hemang.sagar1715@bank.com,Sonipat,2026-03-15 08:13:05
CUS20260315_00018,Ansh Bhattacharyya,2000-12-07,4664251154,ansh.bhattacharyya1815@bank.com,Howrah,2026-03-15 08:13:05
CUS20260315_00019,Jalsa Tiwari,2002-03-13,9185371449,jalsa.tiwari1915@bank.com,Mirzapur,2026-03-15 08:13:05
CUS20260315_00020,Ridhi Nagarajan,1965-08-14,1580855630,ridhi.nagarajan2015@bank.com,Kollam,2026-03-15 08:13:05
CUS20260315_00021,Chaitanya Edwin,2000-08-05,6832030294,chaitanya.edwin2115@bank.com,Proddatur,2026-03-15 08:13:05
CUS20260315_00022,Chandresh Tak,1992-02-06,1287984799,chandresh.tak2215@bank.com,Nandyal,2026-03-15 08:13:05
CUS20260315_00023,Falak Manne,1984-07-06,2801204796,falak.manne2315@bank.com,Dewas,2026-03-15 08:13:05
CUS20260315_00024,Abhiram Dugal,1970-03-04,9009810528,abhiram.dugal2415@bank.com,Bettiah,2026-03-15 08:13:05
CUS20260315_00025,Zehaan Saxena,1999-04-17,0885207455,zehaan.saxena2515@bank.com,Mehsana,2026-03-15 08:13:05
CUS20260315_00026,Wyatt Kamdar,2002-10-16,5695697682,wyatt.kamdar2615@bank.com,Bellary,2026-03-15 08:13:05
CUS20260315_00027,Anika Malhotra,1968-08-04,6701184053,anika.malhotra2715@bank.com,Sri Ganganagar,2026-03-15 08:13:05
CUS20260315_00028,Wridesh Narayanan,1999-07-05,2826251886,wridesh.narayanan2815@bank.com,Darbhanga,2026-03-15 08:13:05
CUS20260315_00029,Oeshi Hans,2002-02-25,7949275224,oeshi.hans2915@bank.com,Jalgaon,2026-03-15 08:13:05
CUS20260315_00030,Vivaan Lall,1986-12-18,3450663586,vivaan.lall3015@bank.com,Ahmedabad,2026-03-15 08:13:05
CUS20260315_00031,Advay Iyengar,1982-09-14,4058358951,advay.iyengar3115@bank.com,Etawah,2026-03-15 08:13:05
CUS20260315_00032,Ladli Borra,1966-01-21,5425181134,ladli.borra3215@bank.com,Ballia,2026-03-15 08:13:05
CUS20260315_00033,Vyanjana Kadakia,2000-04-08,2483876665,vyanjana.kadakia3315@bank.com,Jabalpur,2026-03-15 08:13:05
CUS20260315_00034,Fiyaz Bhakta,1966-03-29,8947930908,fiyaz.bhakta3415@bank.com,Bhavnagar,2026-03-15 08:13:05
CUS20260315_00035,Ikbal Shah,1984-08-08,0002955214,ikbal.shah3515@bank.com,Bihar Sharif,2026-03-15 08:13:05
CUS20260315_00036,Eta Karnik,1979-08-25,0594866071,eta.karnik3615@bank.com,Durg,2026-03-15 08:13:05
