customer_id,name,dob,phone,email,address,create_tsp
CUS20260311_00001,Arin Saini,1970-12-26,6522969818,arin.saini111@bank.com,Chinsurah,2026-03-11 13:33:31
CUS20260311_00002,Vyanjana Oak,1981-06-13,0262765210,vyanjana.oak211@bank.com,Thrissur,2026-03-11 13:33:31
CUS20260311_00003,Mohammed Malhotra,1991-07-22,8228488314,mohammed.malhotra311@bank.com,Ozhukarai,2026-03-11 13:33:31
CUS20260311_00004,Chakradev Bassi,1986-07-15,9581483212,chakradev.bassi411@bank.com,Dehradun,2026-03-11 13:33:31
CUS20260311_00005,Tejas Malhotra,1973-08-24,8704137512,tejas.malhotra511@bank.com,Anantapur,2026-03-11 13:33:31
CUS20260311_00006,Rayaan Mahal,1975-08-07,6632954451,rayaan.mahal611@bank.com,Dewas,2026-03-11 13:33:31
CUS20260311_00007,Samaksh Padmanabhan,1980-01-09,7057738199,samaksh.padmanabhan711@bank.com,Naihati,2026-03-11 13:33:31
CUS20260311_00008,Nakul Walia,2001-02-12,4021397255,nakul.walia811@bank.com,Chandrapur,2026-03-11 13:33:31
CUS20260311_00009,Ishanvi Gola,1986-11-01,3328262918,ishanvi.gola911@bank.com,Bathinda,2026-03-11 13:33:31
CUS20260311_00010,Chavvi Pradhan,1994-09-10,0057154746,chavvi.pradhan1011@bank.com,Kalyan-Dombivli,2026-03-11 13:33:31
CUS20260311_00011,Agastya Chowdhury,1995-07-26,8754780603,agastya.chowdhury1111@bank.com,Bangalore,2026-03-11 13:33:31
CUS20260311_00012,Samaksh Dewan,2001-12-24,0171169791,samaksh.dewan1211@bank.com,Surendranagar Dudhrej,2026-03-11 13:33:31
CUS20260311_00013,Darika Tara,1968-11-03,1347262352,darika.tara1311@bank.com,Faridabad,2026-03-11 13:33:31
CUS20260311_00014,Forum Narayan,1992-10-09,6073833351,forum.narayan1411@bank.com,Loni,2026-03-11 13:33:31
CUS20260311_00015,Ladli Wadhwa,1967-06-14,3997908214,ladli.wadhwa1511@bank.com,Tiruchirappalli,2026-03-11 13:33:31
CUS20260311_00016,Oviya Mukhopadhyay,1981-12-28,1046184734,oviya.mukhopadhyay1611@bank.com,Ambarnath,2026-03-11 13:33:31
CUS20260311_00017,Triya Khalsa,1985-05-08,8778817288,triya.khalsa1711@bank.com,Tiruchirappalli,2026-03-11 13:33:31
CUS20260311_00018,Warda Gandhi,1978-02-19,4103514103,warda.gandhi1811@bank.com,Surat,2026-03-11 13:33:31
CUS20260311_00019,Pranav Shere,1965-11-20,2154342711,pranav.shere1911@bank.com,Sambhal,2026-03-11 13:33:31
CUS20260311_00020,Vanya Bhatti,1973-08-17,0577158366,vanya.bhatti2011@bank.com,Nagpur,2026-03-11 13:33:31
CUS20260311_00021,Pushti Hayer,1989-08-08,4017301744,pushti.hayer2111@bank.com,Bhilwara,2026-03-11 13:33:31
CUS20260311_00022,Aashi Halder,1983-08-17,0712639691,aashi.halder2211@bank.com,Tirupati,2026-03-11 13:33:31
CUS20260311_00023,Jeevika Kapadia,1976-03-29,1568262875,jeevika.kapadia2311@bank.com,Gulbarga,2026-03-11 13:33:31
CUS20260311_00024,Netra Natarajan,1991-09-08,5224072983,netra.natarajan2411@bank.com,Davanagere,2026-03-11 13:33:31
CUS20260311_00025,Neel Saha,1997-01-01,1271180418,neel.saha2511@bank.com,Bikaner,2026-03-11 13:33:31
CUS20260311_00026,Harshil Sarin,1978-03-05,6648649891,harshil.sarin2611@bank.com,Ambala,2026-03-11 13:33:31
CUS20260311_00027,Harish Sathe,1983-11-03,2852003116,harish.sathe2711@bank.com,Salem,2026-03-11 13:33:31
CUS20260311_00028,Keya Kibe,1999-07-05,8554887312,keya.kibe2811@bank.com,Sagar,2026-03-11 13:33:31
CUS20260311_00029,Caleb Sampath,1998-08-11,7704897643,caleb.sampath2911@bank.com,Katihar,2026-03-11 13:33:31
CUS20260311_00030,Udyati Kunda,1990-12-25,3235567241,udyati.kunda3011@bank.com,Kota,2026-03-11 13:33:31
CUS20260311_00031,Harinakshi Manne,1994-06-28,4970441342,harinakshi.manne3111@bank.com,Chandrapur,2026-03-11 13:33:31
CUS20260311_00032,Isaac Raja,1968-10-09,0112293389,isaac.raja3211@bank.com,Kirari Suleman Nagar,2026-03-11 13:33:31
CUS20260311_00033,Vivaan Sarin,1994-09-24,7070021302,vivaan.sarin3311@bank.com,Raipur,2026-03-11 13:33:31
CUS20260311_00034,Nakul Trivedi,1980-08-05,3768157873,nakul.trivedi3411@bank.com,Srikakulam,2026-03-11 13:33:31
CUS20260311_00035,Bimala Basak,2006-08-22,0019089939,bimala.basak3511@bank.com,Medininagar,2026-03-11 13:33:31
CUS20260311_00036,Tanish Sood,1976-01-07,5860625577,tanish.sood3611@bank.com,Serampore,2026-03-11 13:33:31
