customer_id,name,dob,phone,email,address,create_tsp
CUS20260316_00001,Aishani Bal,1966-09-23,7855915742,aishani.bal116@bank.com,Bally,2026-03-16 08:15:39
CUS20260316_00002,Nidra Behl,1986-09-21,0888178889,nidra.behl216@bank.com,Farrukhabad,2026-03-16 08:15:39
CUS20260316_00003,Sanaya Krishna,1993-09-26,8648889203,sanaya.krishna316@bank.com,Shahjahanpur,2026-03-16 08:15:39
CUS20260316_00004,Tristan Comar,1985-11-21,8635786859,tristan.comar416@bank.com,Raebareli,2026-03-16 08:15:39
CUS20260316_00005,Netra Amble,1989-11-12,4643294353,netra.amble516@bank.com,Mira-Bhayandar,2026-03-16 08:15:39
CUS20260316_00006,Mohini Tak,1987-10-19,9362062220,mohini.tak616@bank.com,Nagpur,2026-03-16 08:15:39
CUS20260316_00007,Meera Saini,1988-06-28,7423507624,meera.saini716@bank.com,Pondicherry,2026-03-16 08:15:39
CUS20260316_00008,Utkarsh Nagi,2003-03-07,7786676435,utkarsh.nagi816@bank.com,Solapur,2026-03-16 08:15:39
CUS20260316_00009,Eesha Rama,1966-07-03,8290260934,eesha.rama916@bank.com,Vasai-Virar,2026-03-16 08:15:39
CUS20260316_00010,Nihal Raju,1994-03-31,3413761695,nihal.raju1016@bank.com,Bhilai,2026-03-16 08:15:39
CUS20260316_00011,Harish Chaudry,1976-02-28,4369699406,harish.chaudry1116@bank.com,Pallavaram,2026-03-16 08:15:39
CUS20260316_00012,Charan Sarna,1968-09-26,5871221848,charan.sarna1216@bank.com,Nizamabad,2026-03-16 08:15:39
CUS20260316_00013,Damini Patla,1981-03-15,1878855502,damini.patla1316@bank.com,Visakhapatnam,2026-03-16 08:15:39
CUS20260316_00014,Gayathri Rajan,1974-11-26,3292602691,gayathri.rajan1416@bank.com,Mysore,2026-03-16 08:15:39
CUS20260316_00015,Dev Dhawan,1991-02-27,3829738132,dev.dhawan1516@bank.com,Sikar,2026-03-16 08:15:39
CUS20260316_00016,Indira Vaidya,1980-08-23,0232753331,indira.vaidya1616@bank.com,Medininagar,2026-03-16 08:15:39
CUS20260316_00017,Ekapad Krishnan,2005-03-01,0333595119,ekapad.krishnan1716@bank.com,Karaikudi,2026-03-16 08:15:39
CUS20260316_00018,Omisha Borah,1982-01-21,8159521024,omisha.borah1816@bank.com,Ongole,2026-03-16 08:15:39
CUS20260316_00019,Champak Krishnan,1990-03-28,9633613219,champak.krishnan1916@bank.com,Ramgarh,2026-03-16 08:15:39
CUS20260316_00020,Harini Char,1993-08-29,4852521695,harini.char2016@bank.com,Karimnagar,2026-03-16 08:15:39
CUS20260316_00021,Yashasvi Koshy,1974-07-22,4331509059,yashasvi.koshy2116@bank.com,Sultan Pur Majra,2026-03-16 08:15:39
CUS20260316_00022,Anya Pandya,1977-05-16,5901518770,anya.pandya2216@bank.com,Medininagar,2026-03-16 08:15:39
CUS20260316_00023,Falak Dasgupta,1976-02-11,0386442980,falak.dasgupta2316@bank.com,Bulandshahr,2026-03-16 08:15:39
CUS20260316_00024,Baljiwan Dhillon,1996-10-01,1037763585,baljiwan.dhillon2416@bank.com,Sonipat,2026-03-16 08:15:39
CUS20260316_00025,Jagat Bala,2004-10-04,4563821726,jagat.bala2516@bank.com,Malegaon,2026-03-16 08:15:39
CUS20260316_00026,Aarini Bhakta,1968-10-31,4612239849,aarini.bhakta2616@bank.com,Faridabad,2026-03-16 08:15:39
CUS20260316_00027,Sanya Bhandari,1985-09-30,3591430989,sanya.bhandari2716@bank.com,Madurai,2026-03-16 08:15:39
CUS20260316_00028,Vrishti Chawla,1984-04-01,0611680428,vrishti.chawla2816@bank.com,Ballia,2026-03-16 08:15:39
CUS20260316_00029,Mitesh Khalsa,1973-01-23,4058793781,mitesh.khalsa2916@bank.com,Sri Ganganagar,2026-03-16 08:15:39
CUS20260316_00030,Nitesh Kohli,1976-10-13,7391746749,nitesh.kohli3016@bank.com,Coimbatore,2026-03-16 08:15:39
CUS20260316_00031,Jason Sabharwal,1972-11-19,7683821527,jason.sabharwal3116@bank.com,Haridwar,2026-03-16 08:15:39
