account_id,customer_id,account_number,branch_id,account_type,create_tsp
ACC20260309_00001,CUS20260309_00001,ACC36212867,BR104,Savings,2026-03-09 11:19:02
ACC20260309_00002,CUS20260309_00002,ACC81946939,BR109,Current,2026-03-09 11:19:02
ACC20260309_00003,CUS20260309_00003,ACC39369784,BR107,Savings,2026-03-09 11:19:02
ACC20260309_00004,CUS20260309_00004,ACC25067800,BR102,Savings,2026-03-09 11:19:02
ACC20260309_00005,CUS20260309_00005,ACC78070972,BR108,Savings,2026-03-09 11:19:02
ACC20260309_00006,CUS20260309_00006,ACC60266404,BR104,Current,2026-03-09 11:19:02
ACC20260309_00007,CUS20260309_00007,ACC40805784,BR109,Current,2026-03-09 11:19:02
ACC20260309_00008,CUS20260309_00008,ACC99567524,BR109,Savings,2026-03-09 11:19:02
ACC20260309_00009,CUS20260309_00009,ACC67007135,BR104,Savings,2026-03-09 11:19:02
ACC20260309_00010,CUS20260309_00010,ACC82681591,BR101,Savings,2026-03-09 11:19:02
ACC20260309_00011,CUS20260309_00011,ACC71633447,BR110,Current,2026-03-09 11:19:02
ACC20260309_00012,CUS20260309_00012,ACC24199413,BR105,Savings,2026-03-09 11:19:02
ACC20260309_00013,CUS20260309_00013,ACC28635152,BR108,Current,2026-03-09 11:19:02
ACC20260309_00014,CUS20260309_00014,ACC22971016,BR102,Savings,2026-03-09 11:19:02
ACC20260309_00015,CUS20260309_00015,ACC17531883,BR108,Savings,2026-03-09 11:19:02
ACC20260309_00016,CUS20260309_00016,ACC76291649,BR107,Savings,2026-03-09 11:19:02
ACC20260309_00017,CUS20260309_00017,ACC97432585,BR103,Current,2026-03-09 11:19:02
ACC20260309_00018,CUS20260309_00018,ACC47788939,BR107,Current,2026-03-09 11:19:02
ACC20260309_00019,CUS20260309_00019,ACC50853154,BR104,Current,2026-03-09 11:19:02
ACC20260309_00020,CUS20260309_00020,ACC90336079,BR102,Savings,2026-03-09 11:19:02
ACC20260309_00021,CUS20260309_00021,ACC47603055,BR102,Current,2026-03-09 11:19:02
ACC20260309_00022,CUS20260309_00022,ACC82519116,BR101,Current,2026-03-09 11:19:02
ACC20260309_00023,CUS20260309_00023,ACC77869584,BR107,Savings,2026-03-09 11:19:02
ACC20260309_00024,CUS20260309_00024,ACC39022789,BR108,Current,2026-03-09 11:19:02
ACC20260309_00025,CUS20260309_00025,ACC60862852,BR108,Current,2026-03-09 11:19:02
ACC20260309_00026,CUS20260309_00026,ACC30064860,BR105,Savings,2026-03-09 11:19:02
ACC20260309_00027,CUS20260309_00027,ACC95210191,BR104,Current,2026-03-09 11:19:02
ACC20260309_00028,CUS20260309_00028,ACC66527125,BR106,Savings,2026-03-09 11:19:02
ACC20260309_00029,CUS20260309_00029,ACC40485904,BR101,Savings,2026-03-09 11:19:02
ACC20260309_00030,CUS20260309_00030,ACC12339835,BR104,Current,2026-03-09 11:19:02
ACC20260309_00031,CUS20260309_00031,ACC12858951,BR108,Current,2026-03-09 11:19:02
ACC20260309_00032,CUS20260309_00032,ACC11793649,BR102,Current,2026-03-09 11:19:02
ACC20260309_00033,CUS20260309_00033,ACC33340407,BR103,Current,2026-03-09 11:19:02
ACC20260309_00034,CUS20260309_00034,ACC66141585,BR105,Savings,2026-03-09 11:19:02
ACC20260309_00035,CUS20260309_00035,ACC82132495,BR106,Current,2026-03-09 11:19:02
ACC20260309_00036,CUS20260309_00036,ACC34988681,BR107,Current,2026-03-09 11:19:02
ACC20260309_00037,CUS20260309_00037,ACC76736780,BR105,Savings,2026-03-09 11:19:02
ACC20260309_00038,CUS20260309_00038,ACC72272230,BR101,Savings,2026-03-09 11:19:02
ACC20260309_00039,CUS20260309_00039,ACC51361596,BR110,Savings,2026-03-09 11:19:02
ACC20260309_00040,CUS20260309_00040,ACC37340407,BR107,Savings,2026-03-09 11:19:02
ACC20260309_00041,CUS20260309_00041,ACC59274833,BR107,Savings,2026-03-09 11:19:02
ACC20260309_00042,CUS20260309_00042,ACC28039978,BR101,Savings,2026-03-09 11:19:02
ACC20260309_00043,CUS20260309_00043,ACC81650772,BR102,Savings,2026-03-09 11:19:02
ACC20260309_00044,CUS20260309_00044,ACC57731161,BR101,Current,2026-03-09 11:19:02
ACC20260309_00045,CUS20260309_00045,ACC86863196,BR109,Current,2026-03-09 11:19:02
ACC20260309_00046,CUS20260309_00046,ACC99287273,BR106,Savings,2026-03-09 11:19:02
ACC20260309_00047,CUS20260309_00047,ACC39572972,BR105,Savings,2026-03-09 11:19:02
ACC20260309_00048,CUS20260309_00048,ACC84823020,BR103,Savings,2026-03-09 11:19:02
ACC20260309_00049,CUS20260309_00049,ACC18652837,BR102,Savings,2026-03-09 11:19:02
ACC20260309_00050,CUS20260309_00050,ACC89969100,BR107,Current,2026-03-09 11:19:02
